1013078,Munford,US
1013079,Muscle Shoals,US
1013080,New Brockton,US
1013081,New Market,US
1013082,Newton,US
1013083,Newville,US
1013084,Normal,US
1013085,Northport,US
1013086,Notasulga,US
1013087,Oakman,US
1013088,Oneonta,US
1013089,Opelika,US
1013090,Opp,US
1013091,Orange Beach,US
1013092,Oxford,US
1013093,Ozark,US
1013094,Paint Rock,US
1013095,Pelham,US
1013096,Pell City,US
1013097,Pennington,US
1013098,Perdue Hill,US
1013099,Phenix City,US
1013100,Piedmont,US
1013101,Pike Road,US
1013102,Pine Hill,US
1013103,Pinson,US
1013104,Pleasant Grove,US
1013105,Prattville,US
1013106,Quinton,US
1013107,Ragland,US
1013108,Rainbow City,US
1013109,Rainsville,US
1013110,Ramer,US
1013111,Red Bay,US
1013112,Reform,US
1013113,Roanoke,US
1013114,Robertsdale,US
1013115,Russellville,US
1013116,Rutledge,US
1013117,Saginaw,US
1013118,Saraland,US
1013119,Scottsboro,US
1013120,Selma,US
1013121,Semmes,US
1013122,Shannon,US
1013123,Sheffield,US
1013124,Shelby,US
1013125,Spanish Fort,US
1013126,Springville,US
1013127,Sulligent,US
1013128,Sumiton,US
1013129,Summerdale,US
1013130,Sycamore,US
1013131,Sylacauga,US
1013132,Talladega,US
1013133,Tallassee,US
1013134,Theodore,US
1013135,Thomasville,US
1013136,Toney,US
1013137,Troy,US
1013138,Trussville,US
1013139,Tuscaloosa,US
1013140,Tuscumbia,US
1013141,Tuskegee,US
1013142,Tuskegee University,US
1013143,Union Springs,US
1013144,Valley,US
1013145,Vernon,US
1013146,Vinemont,US
1013147,Wadley,US
1013148,Walnut Grove,US
1013149,Warrior,US
1013150,Webb,US
1013151,Wedowee,US
1013152,Wetumpka,US
1013153,Winfield,US
1013154,York,US
1013156,Adona,US
1013157,Alexander,US
1013158,Alma,US
1013159,Altheimer,US
1013160,Amity,US
1013161,Arkadelphia,US
1013162,Armorel,US
1013163,Ash Flat,US
1013164,Ashdown,US
1013165,Augusta,US
1013166,Bald Knob,US
1013167,Barling,US
1013168,Batesville,US
1013169,Bauxite,US
1013170,Bay,US
1013171,Beebe,US
1013172,Bella Vista,US
1013173,Benton,US
1013174,Bentonville,US
1013175,Berryville,US
1013176,Bigelow,US
1013177,Blytheville,US
1013178,Booneville,US
1013179,Bradford,US
1013180,Branch,US
1013181,Brinkley,US
1013182,Brockwell,US
1013183,Brookland,US
1013184,Bryant,US
1013185,Burdette,US
1013186,Cabot,US
1013187,Calico Rock,US
1013188,Camden,US
1013189,Carlisle,US
1013190,Carthage,US
1013191,Cave City,US
1013192,Center Ridge,US
1013193,Charleston,US
1013194,Charlotte,US
1013195,Cherokee Village,US
1013196,Clarendon,US
1013197,Clarksville,US
1013198,Clinton,US
1013199,Compton,US
1013200,Conway,US
1013201,Corning,US
1013202,Crossett,US
1013203,Danville,US
1013204,Dardanelle,US
1013205,De Queen,US
1013206,DeWitt,US
1013207,Decatur,US
1013208,Dermott,US
1013209,Des Arc,US
1013210,Dumas,US
1013211,Dyess,US
1013212,El Dorado,US
1013213,Elm Springs,US
1013214,England,US
1013215,Enola,US
1013216,Eureka Springs,US
1013217,Fairfield Bay,US
1013218,Farmington,US
1013219,Fayetteville,US
1013220,Flippin,US
1013221,Floral,US
1013222,Fordyce,US
1013223,Forrest City,US
1013224,Fountain Hill,US
1013225,Friendship,US
1013226,Fort Smith,US
1013227,Gassville,US
1013228,Gentry,US
1013229,Gillham,US
1013230,Glenwood,US
1013231,Gould,US
1013232,Grady,US
1013233,Gravette,US
1013234,Greenbrier,US
1013235,Greenwood,US
1013236,Guion,US
1013237,Hackett,US
1013238,Hamburg,US
1013239,Hardy,US
1013240,Harrisburg,US
1013241,Harrison,US
1013242,Hartford,US
1013243,Hattieville,US
1013244,Hazen,US
1013245,Heber Springs,US
1013246,Hector,US
1013247,Helena,US
1013248,Higden,US
1013249,Hope,US
1013250,Hot Springs National Park,US
1013251,Hot Springs Village,US
1013252,Hoxie,US
1013253,Humphrey,US
1013254,Huntsville,US
1013255,Imboden,US
1013256,Jacksonville,US
1013257,Jasper,US
1013258,Jessieville,US
1013259,Joiner,US
1013260,Jonesboro,US
1013261,Keiser,US
1013262,Kensett,US
1013263,Lake Village,US
1013264,Lavaca,US
1013265,Lead Hill,US
1013266,Lepanto,US
1013267,Leslie,US
1013268,Little Rock,US
1013269,Little Rock Air Force Base,US
1013270,Lockesburg,US
1013271,London,US
1013272,Lonoke,US
1013273,Lowell,US
1013274,Luxora,US
1013275,Lynn,US
1013276,Mabelvale,US
1013277,Magnolia,US
1013278,Malvern,US
1013279,Mammoth Spring,US
1013280,Mansfield,US
1013281,Marianna,US
1013282,Marion,US
1013283,Marked Tree,US
1013284,Marmaduke,US
1013285,Marshall,US
1013286,Maumelle,US
1013287,Maynard,US
1013288,McCrory,US
1013289,McGehee,US
1013290,McRae,US
1013291,Melbourne,US
1013292,Mena,US
1013293,Monticello,US
1013294,Morrilton,US
1013295,Mount Holly,US
1013296,Mount Ida,US
1013297,Mount Pleasant,US
1013298,Mount Vernon,US
1013299,Mountain Home,US
1013300,Mountain View,US
1013301,Mountainburg,US
1013302,Nashville,US
1013303,Newark,US
1013304,Newport,US
1013305,Norfork,US
1013306,Norman,US
1013307,North Little Rock,US
1013308,Osceola,US
1013309,Ozark,US
1013310,Palestine,US
1013311,Paragould,US
1013312,Paris,US
1013313,Pea Ridge,US
1013314,Pearcy,US
1013315,Piggott,US
1013316,Pine Bluff,US
1013317,Plainview,US
1013318,Plumerville,US
1013319,Pocahontas,US
1013320,Poplar Grove,US
1013321,Pottsville,US
1013322,Prairie Grove,US
1013323,Prescott,US
1013324,Quitman,US
1013325,Rector,US
1013326,Rison,US
1013327,Rogers,US
1013328,Romance,US
1013329,Rosston,US
1013330,Russellville,US
1013331,Salem,US
1013332,Saratoga Township,US
1013333,Scotland,US
1013334,Searcy,US
1013335,Sheridan,US
1013336,Sherwood,US
1013337,Siloam Springs,US
1013338,Smackover,US
1013339,Springdale,US
1013340,Stamps,US
1013341,Star City,US
1013342,Arkansas State University,US
1013343,Stuttgart,US
1013344,Subiaco,US
1013345,Sulphur Rock,US
1013346,Swifton,US
1013347,Texarkana,US
1013348,Timbo,US
1013349,Tontitown,US
1013350,Trumann,US
1013351,Valley Springs,US
1013352,Van Buren,US
1013353,Vilonia,US
1013354,Waldo,US
1013355,Waldron,US
1013356,Walnut Ridge,US
1013357,Ward,US
1013358,Warren,US
1013359,Washington,US
1013360,Weiner,US
1013361,West Fork,US
1013362,West Helena,US
1013363,West Memphis,US
1013364,White Hall,US
1013365,Winslow,US
1013366,Wiseman,US
1013367,Wrightsville,US
1013368,Wynne,US
1013369,Yellville,US
1013370,Ajo,US
1013371,Alpine,US
1013372,Amado,US
1013373,Apache Junction,US
1013374,Arizona City,US
1013375,Ash Fork,US
1013376,Avondale,US
1013377,Benson,US
1013378,Bisbee,US
1013379,Buckeye,US
1013380,Bullhead City,US
1013381,Camp Verde,US
1013382,Carefree,US
1013383,Casa Grande,US
1013384,Catalina,US
1013385,Cave Creek,US
1013386,Central,US
1013387,Chandler,US
1013388,Chinle,US
1013389,Chino Valley,US
1013390,Clarkdale,US
1013391,Clifton,US
1013392,Cochise,US
1013393,Colorado City,US
1013394,Congress,US
1013395,Coolidge,US
1013396,Cortaro,US
1013397,Cottonwood,US
1013398,Dateland,US
1013399,Dewey,US
1013400,Douglas,US
1013401,Duncan,US
1013402,Ehrenberg,US
1013403,El Mirage,US
1013404,Elgin,US
1013405,Eloy,US
1013406,Flagstaff,US
1013407,Florence,US
1013408,Fountain Hills,US
1013409,Fredonia,US
1013410,Fort Defiance,US
1013411,Fort Huachuca,US
1013412,Fort Mohave,US
1013413,Fort Thomas,US
1013414,Ganado,US
1013415,Gila Bend,US
1013416,Gilbert,US
1013417,Glendale,US
1013418,Globe,US
1013419,Goodyear,US
1013420,Grand Canyon National Park,US
1013421,Green Valley,US
1013422,Hayden,US
1013423,Heber,US
1013424,Higley Pointe,US
1013425,Holbrook,US
1013426,Hotevilla-Bacavi,US
1013427,Joseph City,US
1013428,Kayenta,US
1013429,Keams Canyon,US
1013430,Kearny,US
1013431,Kingman,US
1013432,Kykotsmovi Village,US
1013433,Lake Havasu City,US
1013434,Lake Montezuma,US
1013435,Lakeside,US
1013436,Laveen Village,US
1013437,Litchfield Park,US
1013438,Littlefield,US
1013439,Luke Air Force Base,US
1013440,Mammoth,US
1013441,Many Farms,US
1013442,Marana,US
1013443,Maricopa,US
1013444,Mayer,US
1013445,Mesa,US
1013446,Miami,US
1013447,Mohave County,US
1013448,Mohave Valley,US
1013449,Morenci,US
1013450,Morristown,US
1013451,Naco,US
1013452,New River,US
1013453,Nogales,US
1013454,Oracle,US
1013455,Page,US
1013456,Palo Verde,US
1013457,Paradise Valley,US
1013458,Parker,US
1013459,Parks,US
1013460,Payson,US
1013461,Peoria,US
1013462,Phoenix,US
1013463,Pima,US
1013464,Pinetop,US
1013465,Poston,US
1013466,Prescott,US
1013467,Prescott Valley,US
1013468,Quartzsite,US
1013469,Queen Creek,US
1013470,Red Rock,US
1013471,Rio Rico,US
1013472,Rio Verde,US
1013473,Sacaton,US
1013474,Safford,US
1013475,Sahuarita,US
1013476,Salome,US
1013477,San Carlos,US
1013478,San Luis,US
1013479,San Manuel,US
1013480,San Simon,US
1013481,Sanders,US
1013482,Scottsdale,US
1013483,Sedona,US
1013484,Seligman,US
1013485,Sells,US
1013486,Show Low,US
1013487,Sierra Vista,US
1013488,Skull Valley,US
1013489,Snowflake,US
1013490,Solomon,US
1013491,Somerton,US
1013492,Springerville,US
1013493,Saint David,US
1013494,Saint Johns,US
1013495,Saint Michaels,US
1013496,Stanfield,US
1013497,Sun City,US
1013498,Sun City West,US
1013499,Superior,US
1013500,Surprise,US
1013501,Teec Nos Pos,US
1013502,Tempe,US
1013503,Thatcher,US
1013504,Tolleson,US
1013505,Tombstone,US
1013506,Tonopah,US
1013507,Topawa,US
1013508,Tuba City,US
1013509,Tucson,US
1013510,Vail,US
1013511,Waddell,US
1013512,Wellton,US
1013513,Whiteriver,US
1013514,Wickenburg,US
1013515,Wikieup,US
1013516,Willcox,US
1013517,Williams,US
1013518,Window Rock,US
1013519,Winkelman,US
1013520,Winslow,US
1013521,Wittmann,US
1013522,Youngtown,US
1013523,Yuma,US
1013524,Acton,US
1013525,Adelanto,US
1013526,Agoura Hills,US
1013527,Alameda,US
1013528,Alamo,US
1013529,Albany,US
1013530,Albion,US
1013531,Alhambra,US
1013532,Aliso Viejo,US
1013533,Alleghany,US
1013534,Alpaugh,US
1013535,Alpine,US
1013536,Alta,US
1013537,Altadena,US
1013538,Altaville,US
1013539,Alturas,US
1013540,Alviso,US
1013541,American Canyon,US
1013542,Anaheim,US
1013543,Anderson,US
1013544,Angels Camp,US
1013545,Angwin,US
1013546,Annapolis,US
1013547,Antelope,US
1013548,Antioch,US
1013549,Apple Valley,US
1013550,Aptos,US
1013551,Arbuckle,US
1013552,Arcadia,US
1013553,Arcata,US
1013554,Arnold,US
1013555,Aromas,US
1013556,Arroyo Grande,US
1013557,Artesia,US
1013558,Arvin,US
1013559,Atascadero,US
1013560,Atherton,US
1013561,Atwater,US
1013562,Auberry,US
1013563,Auburn,US
1013564,Avalon,US
1013565,Avenal,US
1013566,Avila Beach,US
1013567,Azusa,US
1013568,Badger,US
1013569,Baker,US
1013570,Bakersfield,US
1013571,Baldwin Park,US
1013572,Bangor,US
1013573,Banning,US
1013574,Barstow,US
1013575,Beale Air Force Base,US
1013576,Beaumont,US
1013577,Bell,US
1013578,Bell Gardens,US
1013579,Bella Vista,US
1013580,Bellflower,US
1013581,Belmont,US
1013582,Belvedere Tiburon,US
1013583,Ben Lomond,US
1013584,Benicia,US
1013585,Berkeley,US
1013586,Bethel Island,US
1013587,Beverly Hills,US
1013588,Big Bear,US
1013589,Big Bear Lake,US
1013590,Big Bend,US
1013591,Big Creek,US
1013592,Groveland-Big Oak Flat,US
1013593,Big Pine,US
1013594,Big Sur,US
1013595,Biggs,US
1013596,Bishop,US
1013597,Blairsden-Graeagle,US
1013598,Bloomington,US
1013599,Blue Jay,US
1013600,Blue Lake,US
1013601,Blythe,US
1013602,Bodega Bay,US
1013603,Bolinas,US
1013604,Bonita Long Canyon,US
1013605,Bonsall,US
1013606,Boonville,US
1013607,Boron,US
1013608,Borrego Springs,US
1013609,Boulder Creek,US
1013610,Boyes Hot Springs,US
1013611,Bradley,US
1013612,Brawley,US
1013613,Brea,US
1013614,Brentwood,US
1013615,Bridgeport,US
1013616,Bridgeville,US
1013617,Brisbane,US
1013618,Brookdale,US
1013619,Brooks,US
1013620,Buellton,US
1013621,Buena Park,US
1013622,Burbank,US
1013623,Burlingame,US
1013624,Burney,US
1013625,Burrel,US
1013626,Butte City,US
1013627,Buttonwillow,US
1013628,Byron,US
1013629,Cabazon,US
1013630,Calabasas,US
1013631,Calexico,US
1013632,California City,US
1013633,California Hot Springs,US
1013634,Calimesa,US
1013635,Calipatria,US
1013636,Calistoga,US
1013637,Calpella,US
1013638,Camarillo,US
1013639,Cambria,US
1013640,Camino,US
1013641,Camp Pendleton North,US
1013642,Campbell,US
1013643,Campo,US
1013644,Camptonville,US
1013645,Canoga Park,US
1013646,Canyon,US
1013647,Canyon Country,US
1013648,Capistrano Beach,US
1013649,Capitola,US
1013650,Cardiff,US
1013651,Carlsbad,US
1013652,Carmel-by-the-Sea,US
1013653,Carmel Valley,US
1013654,Carmichael,US
1013655,Carpinteria,US
1013656,Carson,US
1013657,Caruthers,US
1013658,Castaic,US
1013659,Castro Valley,US
1013660,Castroville,US
1013661,Cathedral City,US
1013662,Cayucos,US
1013663,Cazadero,US
1013664,Cedar Glen,US
1013665,Ceres,US
1013666,Cerritos,US
1013667,Challenge,US
1013668,Chatsworth,US
1013669,Chester,US
1013670,Chicago Park,US
1013671,Chico,US
1013672,Chinese Camp,US
1013673,Chino,US
1013674,Chino Hills,US
1013675,Chowchilla,US
1013676,Chualar,US
1013677,Chula Vista,US
1013678,Citrus Heights,US
1013679,City of Industry,US
1013680,Claremont,US
1013681,Clayton,US
1013682,Clearlake,US
1013683,Clearlake Oaks,US
1013684,Clements,US
1013685,Cloverdale,US
1013686,Clovis,US
1013687,Coachella,US
1013688,Coalinga,US
1013689,Cobb,US
1013690,Coleville,US
1013691,Colfax,US
1013692,Coloma,US
1013693,Colton,US
1013694,Columbia,US
1013695,Colusa,US
1013696,Compton,US
1013697,Concord,US
1013698,Copperopolis,US
1013699,Corcoran,US
1013700,Corning,US
1013701,Corona,US
1013702,Corona Del Mar,US
1013703,Coronado,US
1013704,Corte Madera,US
1013705,Costa Mesa,US
1013706,Cottonwood,US
1013707,Coulterville,US
1013708,Covelo,US
1013709,Covina,US
1013710,Crescent City,US
1013711,Crestline,US
1013712,Crockett,US
1013713,Crows Landing,US
1013714,Culver City,US
1013715,Cupertino,US
1013716,Cypress,US
1013717,Daggett,US
1013718,Daly City,US
1013719,Dana Point,US
1013720,Danville,US
1013721,Davis,US
1013722,Death Valley,US
1013723,Deer Park,US
1013724,Del Mar,US
1013725,Delano,US
1013726,Delhi,US
1013727,Del Rio,US
1013728,Desert Center,US
1013730,Diablo,US
1013731,Diamond Bar,US
1013732,Diamond Springs,US
1013733,Dinuba,US
1013734,Dixon,US
1013735,Dorris,US
1013736,Dos Palos,US
1013737,Downey,US
1013738,Downieville,US
1013739,Duarte,US
1013740,Dublin,US
1013741,Ducor,US
1013742,Dunnigan,US
1013743,Dunsmuir,US
1013744,Durham,US
1013745,Dutch Flat,US
1013746,Earlimart,US
1013747,Earp,US
1013748,East Irvine,US
1013749,Edison,US
1013750,Edwards,US
1013751,El Cajon,US
1013752,El Centro,US
1013753,El Cerrito,US
1013754,El Dorado,US
1013755,El Dorado Hills,US
1013756,El Granada,US
1013757,El Monte,US
1013758,El Segundo,US
1013759,El Sobrante,US
1013760,Eldridge,US
1013761,Elk,US
1013762,Elk Creek,US
1013763,Elk Grove,US
1013764,Elmira,US
1013765,Elverta,US
1013766,Emeryville,US
1013767,Empire,US
1013768,Encinitas,US
1013769,Encino,US
1013770,Escalon,US
1013771,Escondido,US
1013772,Esparto,US
1013773,Etna,US
1013774,Eureka,US
1013775,Exeter,US
1013776,Fair Oaks,US
1013777,Fairfax,US
1013778,Fairfield,US
1013779,Fall River Mills,US
1013780,Fallbrook,US
1013781,Farmersville,US
1013782,Farmington,US
1013783,Felton,US
1013784,Ferndale,US
1013785,Fiddletown,US
1013786,Fillmore,US
1013787,Firebaugh,US
1013788,Five Points,US
1013789,Folsom,US
1013790,Fontana,US
1013791,Foothill Ranch,US
1013792,Forbestown,US
1013793,Forest Knolls,US
1013794,Forest Ranch,US
1013795,Foresthill,US
1013796,Forestville,US
1013797,Fortuna,US
1013798,Fountain Valley,US
1013799,Fowler,US
1013800,Frazier Park,US
1013801,Freedom,US
1013802,Fremont,US
1013803,French Gulch,US
1013804,Fresno,US
1013805,Friant,US
1013806,Fort Bragg,US
1013807,Fort Irwin,US
1013808,Fullerton,US
1013809,Fulton,US
1013810,Galt,US
1013811,Garberville,US
1013812,Garden Grove,US
1013813,Gardena,US
1013814,Gazelle,US
1013815,Georgetown,US
1013816,Geyserville,US
1013817,Gilroy,US
1013818,Glen Ellen,US
1013819,Glendale,US
1013820,Glendora,US
1013821,Glennville,US
1013822,Goleta,US
1013823,Gonzales,US
1013824,Granada Hills,US
1013825,Grand Terrace,US
1013826,Grass Valley,US
1013827,Greenbrae,US
1013828,Greenfield,US
1013829,Greenville,US
1013830,Greenwood,US
1013831,Grenada,US
1013832,Gridley,US
1013833,Grizzly Flats,US
1013834,Groveland,US
1013835,Grover Beach,US
1013836,Guadalupe,US
1013837,Gualala,US
1013838,Guerneville,US
1013839,Guinda,US
1013840,Gustine,US
1013841,Hacienda Heights,US
1013842,Half Moon Bay,US
1013843,Hanford,US
1013844,Happy Camp,US
1013845,Harbor City,US
1013846,Hawthorne,US
1013847,Hayfork,US
1013848,Hayward,US
1013849,Healdsburg,US
1013850,Heber,US
1013851,Helendale,US
1013852,Hemet,US
1013853,Herald,US
1013854,Hercules,US
1013855,Herlong,US
1013856,Hermosa Beach,US
1013857,Hesperia,US
1013858,Hickman,US
1013859,Highland,US
1013860,Hilmar,US
1013861,Hollister,US
1013862,Holtville,US
1013863,Homeland,US
1013864,Homewood,US
1013865,Honeydew,US
1013866,Hoopa,US
1013867,Hornbrook,US
1013868,Hughson,US
1013869,Huntington Beach,US
1013870,Huntington Park,US
1013871,Huron,US
1013872,Hydesville,US
1013873,Idyllwild,US
1013874,Igo,US
1013875,Imperial,US
1013876,Imperial Beach,US
1013877,Independence,US
1013878,Indian Wells,US
1013879,Indio,US
1013880,Inglewood,US
1013881,Inverness,US
1013882,Ione,US
1013883,Irvine,US
1013884,Isleton,US
1013885,Ivanhoe,US
1013886,Jackson,US
1013887,Jacumba Hot Springs,US
1013888,Jamestown,US
1013889,Jamul,US
1013890,Jenner,US
1013891,Joshua Tree,US
1013892,Julian,US
1013893,June Lake,US
1013894,Kelseyville,US
1013895,Kentfield,US
1013896,Kenwood,US
1013897,Kerman,US
1013898,Kernville,US
1013899,King City,US
1013900,Kings Beach,US
1013901,Kings Canyon National Park,US
1013902,Kingsburg,US
1013903,Klamath,US
1013904,Kneeland,US
1013905,Knights Landing,US
1013906,Knightsen,US
1013907,La Canada Flintridge,US
1013908,La Crescenta-Montrose,US
1013909,La Habra,US
1013910,La Honda,US
1013911,Country Club,US
1013912,La Mesa,US
1013913,La Mirada,US
1013914,La Palma,US
1013915,La Puente,US
1013916,La Quinta,US
1013917,La Verne,US
1013918,Ladera Ranch,US
1013919,Lafayette,US
1013920,Laguna Beach,US
1013921,Laguna Hills,US
1013922,Laguna Niguel,US
1013923,Lake Arrowhead,US
1013924,Lake Elsinore,US
1013925,Lake Forest,US
1013926,Lake Hughes,US
1013927,Lake Isabella,US
1013928,Lakeport,US
1013929,Lakeside,US
1013930,Lakewood,US
1013931,Lancaster,US
1013932,Larkspur,US
1013933,Lathrop,US
1013934,Laton,US
1013935,Lawndale,US
1013936,Laytonville,US
1013937,Le Grand,US
1013938,Lebec,US
1013939,Lee Vining,US
1013940,Leggett,US
1013941,Lemon Cove,US
1013942,Lemon Grove,US
1013943,Lemoore,US
1013944,Lewiston,US
1013945,Lincoln,US
1013946,Linden,US
1013947,Lindsay,US
1013948,Littlerock,US
1013949,Live Oak,US
1013950,Livermore,US
1013951,Livingston,US
1013952,Lockeford,US
1013953,Lodi,US
1013954,Loma Linda,US
1013955,Lomita,US
1013956,Lompoc,US
1013957,Lone Pine,US
1013958,Long Beach,US
1013959,Loomis,US
1013960,Los Alamitos,US
1013961,Los Altos,US
1013962,Los Angeles,US
1013963,Los Banos,US
1013964,Los Gatos,US
1013965,Los Molinos,US
1013966,Los Olivos,US
1013967,Los Osos,US
1013968,Lost Hills,US
1013969,Lower Lake,US
1013970,Loyalton,US
1013971,Lucerne,US
1013972,Lucerne Valley,US
1013973,Lynwood,US
1013974,Lyoth,US
1013975,Mad River,US
1013976,Madera,US
1013977,Magalia,US
1013978,Malibu,US
1013979,Mammoth Lakes,US
1013980,Manhattan Beach,US
1013981,Manteca,US
1013982,March Air Reserve Base,US
1013983,Marina,US
1013984,Marina del Rey,US
1013985,Mariposa,US
1013986,Markleeville,US
1013987,Marshall,US
1013988,Martinez,US
1013989,Marysville,US
1013990,Mather,US
1013991,Maxwell,US
1013992,Maywood,US
1013993,McFarland,US
1013994,McKittrick,US
1013995,McClellan Park,US
1013996,McKinleyville,US
1013997,Meadow Vista,US
1013998,Mecca,US
1013999,Mendocino,US
1014000,Mendota,US
1014001,Menifee,US
1014002,Menlo Park,US
1014003,Mentone,US
1014004,Merced,US
1014005,Meridian,US
1014006,Mi-Wuk Village,US
1014007,Middletown,US
1014008,Midway City,US
1014009,Mill Valley,US
1014010,Millbrae,US
1014011,Millville,US
1014012,Milpitas,US
1014013,Mira Loma,US
1014014,Miramonte,US
1014015,Miranda,US
1014016,Mission Hills,US
1014017,Mission Viejo,US
1014018,Moccasin,US
1014019,Modesto,US
1014020,Mojave,US
1014021,Mokelumne Hill,US
1014022,Monrovia,US
1014023,Montague,US
1014024,Montara,US
1014025,Montclair,US
1014026,Monte Rio,US
1014027,Montebello,US
1014028,Monterey,US
1014029,Monterey Park,US
1014031,Moorpark,US
1014032,Moraga,US
1014033,Moreno Valley,US
1014034,Morgan Hill,US
1014035,Morro Bay,US
1014036,Moss Beach,US
1014037,Moss Landing,US
1014038,Mount Aukum,US
1014039,Mount Baldy,US
1014040,Mount Hamilton,US
1014041,Mount Laguna,US
1014042,Mount Shasta,US
1014043,Mount Wilson,US
1014044,Mountain View,US
1014045,Murrieta,US
1014046,Napa,US
1014047,National City,US
1014048,Navarro,US
1014049,Needles,US
1014050,Nevada City,US
1014051,New Cuyama,US
1014052,Newark,US
1014053,Newberry Springs,US
1014054,Newbury Park,US
1014055,Newcastle,US
1014056,Newhall,US
1014057,Newman,US
