1013021,Grand Bay,Grand Bay,Alabama,United States,21133,US,City,Active
1013022,Graysville,Graysville,Alabama,United States,21133,US,City,Active
1013023,Greensboro,Greensboro,Alabama,United States,21133,US,City,Active
1013024,Greenville,Greenville,Alabama,United States,21133,US,City,Active
1013025,Grove Hill,Grove Hill,Alabama,United States,21133,US,City,Active
1013026,Guin,Guin,Alabama,United States,21133,US,City,Active
1013027,Gulf Shores,Gulf Shores,Alabama,United States,21133,US,City,Active
1013028,Guntersville,Guntersville,Alabama,United States,21133,US,City,Active
1013029,Haleyville,Haleyville,Alabama,United States,21133,US,City,Active
1013030,Hamilton,Hamilton,Alabama,United States,21133,US,City,Active
1013031,Hanceville,Hanceville,Alabama,United States,21133,US,City,Active
1013032,Hartselle,Hartselle,Alabama,United States,21133,US,City,Active
1013033,Hatchechubbee,Hatchechubbee,Alabama,United States,21133,US,City,Active
1013034,Hayden,Hayden,Alabama,United States,21133,US,City,Active
1013035,Hayneville,Hayneville,Alabama,United States,21133,US,City,Active
1013036,Hazel Green,Hazel Green,Alabama,United States,21133,US,City,Active
1013037,Headland,Headland,Alabama,United States,21133,US,City,Active
1013038,Heflin,Heflin,Alabama,United States,21133,US,City,Active
1013039,Helena,Helena,Alabama,United States,21133,US,City,Active
1013040,Hodges,Hodges,Alabama,United States,21133,US,City,Active
1013041,Hope Hull,Hope Hull,Alabama,United States,21133,US,City,Active
1013042,Huntsville,Huntsville,Alabama,United States,21133,US,City,Active
1013043,Huxford,Huxford,Alabama,United States,21133,US,City,Active
1013044,Ider,Ider,Alabama,United States,21133,US,City,Active
1013045,Jack,Jack,Alabama,United States,21133,US,City,Active
1013046,Jackson,Jackson,Alabama,United States,21133,US,City,Active
1013047,Jacksonville,Jacksonville,Alabama,United States,21133,US,City,Active
1013048,Jasper,Jasper,Alabama,United States,21133,US,City,Active
1013049,Jefferson,Jefferson,Alabama,United States,21133,US,City,Active
1013050,Kellyton,Kellyton,Alabama,United States,21133,US,City,Active
1013051,Killen,Killen,Alabama,United States,21133,US,City,Active
1013052,Laceys Spring,Laceys Spring,Alabama,United States,21133,US,City,Active
1013053,La Fayette,La Fayette,Alabama,United States,21133,US,City,Active
1013054,Lanett,Lanett,Alabama,United States,21133,US,City,Active
1013055,Leeds,Leeds,Alabama,United States,21133,US,City,Active
1013056,Leesburg,Leesburg,Alabama,United States,21133,US,City,Active
1013057,Lillian,Lillian,Alabama,United States,21133,US,City,Active
1013058,Lincoln,Lincoln,Alabama,United States,21133,US,City,Active
1013059,Linden,Linden,Alabama,United States,21133,US,City,Active
1013060,Lineville,Lineville,Alabama,United States,21133,US,City,Active
1013061,Livingston,Livingston,Alabama,United States,21133,US,City,Active
1013062,Loachapoka,Loachapoka,Alabama,United States,21133,US,City,Active
1013063,Locust Fork,Locust Fork,Alabama,United States,21133,US,City,Active
1013064,Loxley,Loxley,Alabama,United States,21133,US,City,Active
1013065,Luverne,Luverne,Alabama,United States,21133,US,City,Active
1013066,Madison,Madison,Alabama,United States,21133,US,City,Active
1013067,Marion,Marion,Alabama,United States,21133,US,City,Active
1013068,Mathews,Mathews,Alabama,United States,21133,US,City,Active
1013069,Millport,Millport,Alabama,United States,21133,US,City,Active
1013070,Millry,Millry,Alabama,United States,21133,US,City,Active
1013071,Mobile,Mobile,Alabama,United States,21133,US,City,Active
1013072,Monroeville,Monroeville,Alabama,United States,21133,US,City,Active
1013073,Montevallo,Montevallo,Alabama,United States,21133,US,City,Active
1013074,Montgomery,Montgomery,Alabama,United States,21133,US,City,Active
1013075,Montrose,Montrose,Alabama,United States,21133,US,City,Active
1013076,Morris,Morris,Alabama,United States,21133,US,City,Active
1013077,Moulton,Moulton,Alabama,United States,21133,US,City,Active
1013078,Munford,Munford,Alabama,United States,21133,US,City,Active
1013079,Muscle Shoals,Muscle Shoals,Alabama,United States,21133,US,City,Active
1013080,New Brockton,New Brockton,Alabama,United States,21133,US,City,Active
1013081,New Market,New Market,Alabama,United States,21133,US,City,Active
1013082,Newton,Newton,Alabama,United States,21133,US,City,Active
1013083,Newville,Newville,Alabama,United States,21133,US,City,Active
1013084,Normal,Normal,Alabama,United States,21133,US,Neighborhood,Active
1013085,Northport,Northport,Alabama,United States,21133,US,City,Active
1013086,Notasulga,Notasulga,Alabama,United States,21133,US,City,Active
1013087,Oakman,Oakman,Alabama,United States,21133,US,City,Active
1013088,Oneonta,Oneonta,Alabama,United States,21133,US,City,Active
1013089,Opelika,Opelika,Alabama,United States,21133,US,City,Active
1013090,Opp,Opp,Alabama,United States,21133,US,City,Active
1013091,Orange Beach,Orange Beach,Alabama,United States,21133,US,City,Active
1013092,Oxford,Oxford,Alabama,United States,21133,US,City,Active
1013093,Ozark,Ozark,Alabama,United States,21133,US,City,Active
1013094,Paint Rock,Paint Rock,Alabama,United States,21133,US,City,Active
1013095,Pelham,Pelham,Alabama,United States,21133,US,City,Active
1013096,Pell City,Pell City,Alabama,United States,21133,US,City,Active
1013097,Pennington,Pennington,Alabama,United States,21133,US,City,Active
1013098,Perdue Hill,Perdue Hill,Alabama,United States,21133,US,City,Active
1013099,Phenix City,Phenix City,Alabama,United States,21133,US,City,Active
1013100,Piedmont,Piedmont,Alabama,United States,21133,US,City,Active
1013101,Pike Road,Pike Road,Alabama,United States,21133,US,City,Active
1013102,Pine Hill,Pine Hill,Alabama,United States,21133,US,City,Active
1013103,Pinson,Pinson,Alabama,United States,21133,US,City,Active
1013104,Pleasant Grove,Pleasant Grove,Alabama,United States,21133,US,City,Active
1013105,Prattville,Prattville,Alabama,United States,21133,US,City,Active
1013106,Quinton,Quinton,Alabama,United States,21133,US,City,Active
1013107,Ragland,Ragland,Alabama,United States,21133,US,City,Active
1013108,Rainbow City,Rainbow City,Alabama,United States,21133,US,City,Active
1013109,Rainsville,Rainsville,Alabama,United States,21133,US,City,Active
1013110,Ramer,Ramer,Alabama,United States,21133,US,City,Active
1013111,Red Bay,Red Bay,Alabama,United States,21133,US,City,Active
1013112,Reform,Reform,Alabama,United States,21133,US,City,Active
1013113,Roanoke,Roanoke,Alabama,United States,21133,US,City,Active
1013114,Robertsdale,Robertsdale,Alabama,United States,21133,US,City,Active
1013115,Russellville,Russellville,Alabama,United States,21133,US,City,Active
1013116,Rutledge,Rutledge,Alabama,United States,21133,US,City,Active
1013117,Saginaw,Saginaw,Alabama,United States,21133,US,City,Active
1013118,Saraland,Saraland,Alabama,United States,21133,US,City,Active
1013119,Scottsboro,Scottsboro,Alabama,United States,21133,US,City,Active
1013120,Selma,Selma,Alabama,United States,21133,US,City,Active
1013121,Semmes,Semmes,Alabama,United States,21133,US,City,Active
1013122,Shannon,Shannon,Alabama,United States,21133,US,Neighborhood,Active
1013123,Sheffield,Sheffield,Alabama,United States,21133,US,City,Active
1013124,Shelby,Shelby,Alabama,United States,21133,US,City,Active
1013125,Spanish Fort,Spanish Fort,Alabama,United States,21133,US,City,Active
1013126,Springville,Springville,Alabama,United States,21133,US,City,Active
1013127,Sulligent,Sulligent,Alabama,United States,21133,US,City,Active
1013128,Sumiton,Sumiton,Alabama,United States,21133,US,City,Active
1013129,Summerdale,Summerdale,Alabama,United States,21133,US,City,Active
1013130,Sycamore,Sycamore,Alabama,United States,21133,US,City,Active
1013131,Sylacauga,Sylacauga,Alabama,United States,21133,US,City,Active
1013132,Talladega,Talladega,Alabama,United States,21133,US,City,Active
1013133,Tallassee,Tallassee,Alabama,United States,21133,US,City,Active
1013134,Theodore,Theodore,Alabama,United States,21133,US,City,Active
1013135,Thomasville,Thomasville,Alabama,United States,21133,US,City,Active
1013136,Toney,Toney,Alabama,United States,21133,US,City,Active
1013137,Troy,Troy,Alabama,United States,21133,US,City,Active
1013138,Trussville,Trussville,Alabama,United States,21133,US,City,Active
1013139,Tuscaloosa,Tuscaloosa,Alabama,United States,21133,US,City,Active
1013140,Tuscumbia,Tuscumbia,Alabama,United States,21133,US,City,Active
1013141,Tuskegee,Tuskegee,Alabama,United States,21133,US,City,Active
1013142,Tuskegee University,Tuskegee University,Alabama,United States,21133,US,University,Active
1013143,Union Springs,Union Springs,Alabama,United States,21133,US,City,Active
1013144,Valley,Valley,Alabama,United States,21133,US,City,Active
1013145,Vernon,Vernon,Alabama,United States,21133,US,City,Active
1013146,Vinemont,Vinemont,Alabama,United States,21133,US,City,Active
1013147,Wadley,Wadley,Alabama,United States,21133,US,City,Active
1013148,Walnut Grove,Walnut Grove,Alabama,United States,21133,US,City,Active
1013149,Warrior,Warrior,Alabama,United States,21133,US,City,Active
1013150,Webb,Webb,Alabama,United States,21133,US,City,Active
1013151,Wedowee,Wedowee,Alabama,United States,21133,US,City,Active
1013152,Wetumpka,Wetumpka,Alabama,United States,21133,US,City,Active
1013153,Winfield,Winfield,Alabama,United States,21133,US,City,Active
1013154,York,York,Alabama,United States,21133,US,City,Active
1013156,Adona,Adona,Arkansas,United States,21135,US,City,Active
1013157,Alexander,Alexander,Arkansas,United States,21135,US,City,Active
1013158,Alma,Alma,Arkansas,United States,21135,US,City,Active
1013159,Altheimer,Altheimer,Arkansas,United States,21135,US,City,Active
1013160,Amity,Amity,Arkansas,United States,21135,US,City,Active
1013161,Arkadelphia,Arkadelphia,Arkansas,United States,21135,US,City,Active
1013162,Armorel,Armorel,Arkansas,United States,21135,US,City,Active
1013163,Ash Flat,Ash Flat,Arkansas,United States,21135,US,City,Active
1013164,Ashdown,Ashdown,Arkansas,United States,21135,US,City,Active
1013165,Augusta,Augusta,Arkansas,United States,21135,US,City,Active
1013166,Bald Knob,Bald Knob,Arkansas,United States,21135,US,City,Active
1013167,Barling,Barling,Arkansas,United States,21135,US,City,Active
1013168,Batesville,Batesville,Arkansas,United States,21135,US,City,Active
1013169,Bauxite,Bauxite,Arkansas,United States,21135,US,City,Active
1013170,Bay,Bay,Arkansas,United States,21135,US,City,Active
1013171,Beebe,Beebe,Arkansas,United States,21135,US,City,Active
1013172,Bella Vista,Bella Vista,Arkansas,United States,21135,US,City,Active
1013173,Benton,Benton,Arkansas,United States,21135,US,City,Active
1013174,Bentonville,Bentonville,Arkansas,United States,21135,US,City,Active
1013175,Berryville,Berryville,Arkansas,United States,21135,US,City,Active
1013176,Bigelow,Bigelow,Arkansas,United States,21135,US,City,Active
1013177,Blytheville,Blytheville,Arkansas,United States,21135,US,City,Active
1013178,Booneville,Booneville,Arkansas,United States,21135,US,City,Active
1013179,Bradford,Bradford,Arkansas,United States,21135,US,City,Active
1013180,Branch,Branch,Arkansas,United States,21135,US,City,Active
1013181,Brinkley,Brinkley,Arkansas,United States,21135,US,City,Active
1013182,Brockwell,Brockwell,Arkansas,United States,21135,US,City,Active
1013183,Brookland,Brookland,Arkansas,United States,21135,US,City,Active
1013184,Bryant,Bryant,Arkansas,United States,21135,US,City,Active
1013185,Burdette,Burdette,Arkansas,United States,21135,US,City,Active
1013186,Cabot,Cabot,Arkansas,United States,21135,US,City,Active
1013187,Calico Rock,Calico Rock,Arkansas,United States,21135,US,City,Active
1013188,Camden,Camden,Arkansas,United States,21135,US,City,Active
1013189,Carlisle,Carlisle,Arkansas,United States,21135,US,City,Active
1013190,Carthage,Carthage,Arkansas,United States,21135,US,City,Active
1013191,Cave City,Cave City,Arkansas,United States,21135,US,City,Active
1013192,Center Ridge,Center Ridge,Arkansas,United States,21135,US,City,Active
1013193,Charleston,Charleston,Arkansas,United States,21135,US,City,Active
1013194,Charlotte,Charlotte,Arkansas,United States,21135,US,City,Active
1013195,Cherokee Village,Cherokee Village,Arkansas,United States,21135,US,City,Active
1013196,Clarendon,Clarendon,Arkansas,United States,21135,US,City,Active
1013197,Clarksville,Clarksville,Arkansas,United States,21135,US,City,Active
1013198,Clinton,Clinton,Arkansas,United States,21135,US,City,Active
1013199,Compton,Compton,Arkansas,United States,21135,US,City,Active
1013200,Conway,Conway,Arkansas,United States,21135,US,City,Active
1013201,Corning,Corning,Arkansas,United States,21135,US,City,Active
1013202,Crossett,Crossett,Arkansas,United States,21135,US,City,Active
1013203,Danville,Danville,Arkansas,United States,21135,US,City,Active
1013204,Dardanelle,Dardanelle,Arkansas,United States,21135,US,City,Active
1013205,De Queen,De Queen,Arkansas,United States,21135,US,City,Active
1013206,DeWitt,DeWitt,Arkansas,United States,21135,US,City,Active
1013207,Decatur,Decatur,Arkansas,United States,21135,US,City,Active
1013208,Dermott,Dermott,Arkansas,United States,21135,US,City,Active
1013209,Des Arc,Des Arc,Arkansas,United States,21135,US,City,Active
1013210,Dumas,Dumas,Arkansas,United States,21135,US,City,Active
1013211,Dyess,Dyess,Arkansas,United States,21135,US,City,Active
1013212,El Dorado,El Dorado,Arkansas,United States,21135,US,City,Active
1013213,Elm Springs,Elm Springs,Arkansas,United States,21135,US,City,Active
1013214,England,England,Arkansas,United States,21135,US,City,Active
1013215,Enola,Enola,Arkansas,United States,21135,US,City,Active
1013216,Eureka Springs,Eureka Springs,Arkansas,United States,21135,US,City,Active
1013217,Fairfield Bay,Fairfield Bay,Arkansas,United States,21135,US,City,Active
1013218,Farmington,Farmington,Arkansas,United States,21135,US,City,Active
1013219,Fayetteville,Fayetteville,Arkansas,United States,21135,US,City,Active
1013220,Flippin,Flippin,Arkansas,United States,21135,US,City,Active
1013221,Floral,Floral,Arkansas,United States,21135,US,City,Active
1013222,Fordyce,Fordyce,Arkansas,United States,21135,US,City,Active
1013223,Forrest City,Forrest City,Arkansas,United States,21135,US,City,Active
1013224,Fountain Hill,Fountain Hill,Arkansas,United States,21135,US,City,Active
1013225,Friendship,Friendship,Arkansas,United States,21135,US,City,Active
1013226,Fort Smith,Fort Smith,Arkansas,United States,21135,US,City,Active
1013227,Gassville,Gassville,Arkansas,United States,21135,US,City,Active
1013228,Gentry,Gentry,Arkansas,United States,21135,US,City,Active
1013229,Gillham,Gillham,Arkansas,United States,21135,US,City,Active
1013230,Glenwood,Glenwood,Arkansas,United States,21135,US,City,Active
1013231,Gould,Gould,Arkansas,United States,21135,US,City,Active
1013232,Grady,Grady,Arkansas,United States,21135,US,City,Active
1013233,Gravette,Gravette,Arkansas,United States,21135,US,City,Active
1013234,Greenbrier,Greenbrier,Arkansas,United States,21135,US,City,Active
1013235,Greenwood,Greenwood,Arkansas,United States,21135,US,City,Active
1013236,Guion,Guion,Arkansas,United States,21135,US,City,Active
1013237,Hackett,Hackett,Arkansas,United States,21135,US,City,Active
1013238,Hamburg,Hamburg,Arkansas,United States,21135,US,City,Active
1013239,Hardy,Hardy,Arkansas,United States,21135,US,City,Active
1013240,Harrisburg,Harrisburg,Arkansas,United States,21135,US,City,Active
1013241,Harrison,Harrison,Arkansas,United States,21135,US,City,Active
1013242,Hartford,Hartford,Arkansas,United States,21135,US,City,Active
1013243,Hattieville,Hattieville,Arkansas,United States,21135,US,City,Active
1013244,Hazen,Hazen,Arkansas,United States,21135,US,City,Active
1013245,Heber Springs,Heber Springs,Arkansas,United States,21135,US,City,Active
1013246,Hector,Hector,Arkansas,United States,21135,US,City,Active
1013247,Helena,Helena,Arkansas,United States,21135,US,Neighborhood,Active
1013248,Higden,Higden,Arkansas,United States,21135,US,City,Active
1013249,Hope,Hope,Arkansas,United States,21135,US,City,Active
1013250,Hot Springs National Park,Hot Springs National Park,Arkansas,United States,21135,US,City,Active
1013251,Hot Springs Village,Hot Springs Village,Arkansas,United States,21135,US,City,Active
1013252,Hoxie,Hoxie,Arkansas,United States,21135,US,City,Active
1013253,Humphrey,Humphrey,Arkansas,United States,21135,US,City,Active
1013254,Huntsville,Huntsville,Arkansas,United States,21135,US,City,Active
1013255,Imboden,Imboden,Arkansas,United States,21135,US,City,Active
1013256,Jacksonville,Jacksonville,Arkansas,United States,21135,US,City,Active
1013257,Jasper,Jasper,Arkansas,United States,21135,US,City,Active
1013258,Jessieville,Jessieville,Arkansas,United States,21135,US,City,Active
1013259,Joiner,Joiner,Arkansas,United States,21135,US,City,Active
1013260,Jonesboro,Jonesboro,Arkansas,United States,21135,US,City,Active
1013261,Keiser,Keiser,Arkansas,United States,21135,US,City,Active
1013262,Kensett,Kensett,Arkansas,United States,21135,US,City,Active
1013263,Lake Village,Lake Village,Arkansas,United States,21135,US,City,Active
1013264,Lavaca,Lavaca,Arkansas,United States,21135,US,City,Active
1013265,Lead Hill,Lead Hill,Arkansas,United States,21135,US,City,Active
1013266,Lepanto,Lepanto,Arkansas,United States,21135,US,City,Active
1013267,Leslie,Leslie,Arkansas,United States,21135,US,City,Active
1013268,Little Rock,Little Rock,Arkansas,United States,21135,US,City,Active
1013269,Little Rock Air Force Base,Little Rock Air Force Base,Arkansas,United States,21135,US,City,Active
1013270,Lockesburg,Lockesburg,Arkansas,United States,21135,US,City,Active
1013271,London,London,Arkansas,United States,21135,US,City,Active
1013272,Lonoke,Lonoke,Arkansas,United States,21135,US,City,Active
1013273,Lowell,Lowell,Arkansas,United States,21135,US,City,Active
1013274,Luxora,Luxora,Arkansas,United States,21135,US,City,Active
1013275,Lynn,Lynn,Arkansas,United States,21135,US,City,Active
1013276,Mabelvale,Mabelvale,Arkansas,United States,21135,US,Neighborhood,Active
1013277,Magnolia,Magnolia,Arkansas,United States,21135,US,City,Active
1013278,Malvern,Malvern,Arkansas,United States,21135,US,City,Active
1013279,Mammoth Spring,Mammoth Spring,Arkansas,United States,21135,US,City,Active
1013280,Mansfield,Mansfield,Arkansas,United States,21135,US,City,Active
1013281,Marianna,Marianna,Arkansas,United States,21135,US,City,Active
1013282,Marion,Marion,Arkansas,United States,21135,US,City,Active
1013283,Marked Tree,Marked Tree,Arkansas,United States,21135,US,City,Active
1013284,Marmaduke,Marmaduke,Arkansas,United States,21135,US,City,Active
1013285,Marshall,Marshall,Arkansas,United States,21135,US,City,Active
1013286,Maumelle,Maumelle,Arkansas,United States,21135,US,City,Active
1013287,Maynard,Maynard,Arkansas,United States,21135,US,City,Active
1013288,McCrory,McCrory,Arkansas,United States,21135,US,City,Active
