"1012985","Cullman","Cullman,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Cullman","AL","(not set)","(not set)"
"9012472","Cullman","35055,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Cullman","AL","(not set)","(not set)"
"9012473","Cullman","35057,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Cullman","AL","(not set)","(not set)"
"1012990","Decatur","Decatur,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Decatur","AL","(not set)","(not set)"
"9012649","Decatur","35601,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Decatur","AL","(not set)","(not set)"
"9012650","Decatur","35603,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Decatur","AL","(not set)","(not set)"
"1012993","Dothan","Dothan,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Dothan","AL","(not set)","(not set)"
"9012864","Dothan","36301,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Dothan","AL","(not set)","(not set)"
"9012866","Dothan","36303,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Dothan","AL","(not set)","(not set)"
"9012867","Dothan","36305,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Dothan","AL","(not set)","(not set)"
"1012999","Enterprise","Enterprise,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Enterprise","AL","(not set)","(not set)"
"9012880","Enterprise","36330,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Enterprise","AL","(not set)","(not set)"
"1013000","Eufaula","Eufaula,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Eufaula","AL","(not set)","(not set)"
"9012779","Eufaula","36027,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Eufaula","AL","(not set)","(not set)"
"1013005","Fairhope","Fairhope,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Fairhope","AL","(not set)","(not set)"
"9012939","Fairhope","36532,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Fairhope","AL","(not set)","(not set)"
"1013007","Florence","Florence,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Florence","AL","(not set)","(not set)"
"9012661","Florence","35630,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Florence","AL","(not set)","(not set)"
"9012662","Florence","35633,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Florence","AL","(not set)","(not set)"
"1013015","Gadsden","Gadsden,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Gadsden","AL","(not set)","(not set)"
"9012727","Gadsden","35901,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Gadsden","AL","(not set)","(not set)"
"9012728","Gadsden","35903,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Gadsden","AL","(not set)","(not set)"
"9012729","Gadsden","35904,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Gadsden","AL","(not set)","(not set)"
"9012730","Gadsden","35905,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Gadsden","AL","(not set)","(not set)"
"1013027","Gulf Shores","Gulf Shores,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Gulf Shores","AL","(not set)","(not set)"
"9012944","Gulf Shores","36542,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Gulf Shores","AL","(not set)","(not set)"
"1013042","Huntsville","Huntsville,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Huntsville","AL","(not set)","(not set)"
"9012716","Huntsville","35801,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Huntsville","AL","(not set)","(not set)"
"9012717","Huntsville","35802,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Huntsville","AL","(not set)","(not set)"
"9012719","Huntsville","35805,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Huntsville","AL","(not set)","(not set)"
"9012720","Huntsville","35806,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Huntsville","AL","(not set)","(not set)"
"9012722","Huntsville","35810,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Huntsville","AL","(not set)","(not set)"
"9012723","Huntsville","35811,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Huntsville","AL","(not set)","(not set)"
"9012725","Huntsville","35816,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Huntsville","AL","(not set)","(not set)"
"1013046","Jackson","Jackson,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Jackson","AL","(not set)","(not set)"
"1013048","Jasper","Jasper,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Jasper","AL","(not set)","(not set)"
"9012611","Jasper","35501,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Jasper","AL","(not set)","(not set)"
"9012613","Jasper","35504,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Jasper","AL","(not set)","(not set)"
"1013071","Mobile","Mobile,Alabama,United States","21133","US","City","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012976","Mobile","36602,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012977","Mobile","36603,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012978","Mobile","36604,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012979","Mobile","36605,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012980","Mobile","36606,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012981","Mobile","36607,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012982","Mobile","36608,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012983","Mobile","36609,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012984","Mobile","36610,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012985","Mobile","36611,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012986","Mobile","36612,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012989","Mobile","36617,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012990","Mobile","36618,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012991","Mobile","36619,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012994","Mobile","36693,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"9012995","Mobile","36695,Alabama,United States","21133","US","Postal Code","Active","(not set)","90","(not set)","(not set)","(not set)","(not set)","Mobile","AL","(not set)","(not set)"
"1013072","Monroeville","Monroeville,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Monroeville","AL","(not set)","(not set)"
"9012912","Monroeville","36460,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Monroeville","AL","(not set)","(not set)"
"1013074","Montgomery","Montgomery,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012819","Montgomery","36104,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012820","Montgomery","36105,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012821","Montgomery","36106,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012822","Montgomery","36107,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012823","Montgomery","36108,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012824","Montgomery","36109,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012825","Montgomery","36110,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012826","Montgomery","36111,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012831","Montgomery","36116,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"9012832","Montgomery","36117,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montgomery","AL","(not set)","(not set)"
"1013075","Montrose","Montrose,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Montrose","AL","(not set)","(not set)"
"1013079","Muscle Shoals","Muscle Shoals,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Muscle Shoals","AL","(not set)","(not set)"
"9012677","Muscle Shoals","35661,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Muscle Shoals","AL","(not set)","(not set)"
"1013084","Normal","Normal,Alabama,United States","21133","US","Neighborhood","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Normal","AL","(not set)","(not set)"
"1013093","Ozark","Ozark,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Ozark","AL","(not set)","(not set)"
"9012890","Ozark","36360,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Ozark","AL","(not set)","(not set)"
"1013098","Perdue Hill","Perdue Hill,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Perdue Hill","AL","(not set)","(not set)"
"1013099","Phenix City","Phenix City,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Phenix City","AL","(not set)","(not set)"
"9013053","Phenix City","36867,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Phenix City","AL","(not set)","(not set)"
"9013055","Phenix City","36870,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Phenix City","AL","(not set)","(not set)"
"1013105","Prattville","Prattville,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Prattville","AL","(not set)","(not set)"
"9012803","Prattville","36066,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Prattville","AL","(not set)","(not set)"
"9012804","Prattville","36067,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Prattville","AL","(not set)","(not set)"
"1013117","Saginaw","Saginaw,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Saginaw","AL","(not set)","(not set)"
"1013120","Selma","Selma,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Selma","AL","(not set)","(not set)"
"9012996","Selma","36701,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Selma","AL","(not set)","(not set)"
"9012997","Selma","36703,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Selma","AL","(not set)","(not set)"
"1013122","Shannon","Shannon,Alabama,United States","21133","US","Neighborhood","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Shannon","AL","(not set)","(not set)"
"1013132","Talladega","Talladega,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Talladega","AL","(not set)","(not set)"
"9012528","Talladega","35160,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Talladega","AL","(not set)","(not set)"
"1013134","Theodore","Theodore,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Theodore","AL","(not set)","(not set)"
"9012970","Theodore","36582,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Theodore","AL","(not set)","(not set)"
"1013139","Tuscaloosa","Tuscaloosa,Alabama,United States","21133","US","City","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Tuscaloosa","AL","(not set)","(not set)"
"9012577","Tuscaloosa","35401,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Tuscaloosa","AL","(not set)","(not set)"
"9012578","Tuscaloosa","35404,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Tuscaloosa","AL","(not set)","(not set)"
"9012579","Tuscaloosa","35405,Alabama,United States","21133","US","Postal Code","Active","(not set)","94","(not set)","(not set)","(not set)","(not set)","Tuscaloosa","AL","(not set)","(not set)"
"1013161","Arkadelphia","Arkadelphia,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Arkadelphia","AR","(not set)","(not set)"
"1013168","Batesville","Batesville,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Batesville","AR","(not set)","(not set)"
"1013173","Benton","Benton,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Benton","AR","(not set)","(not set)"
"1013182","Brockwell","Brockwell,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Brockwell","AR","(not set)","(not set)"
"1013184","Bryant","Bryant,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Bryant","AR","(not set)","(not set)"
"1013188","Camden","Camden,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Camden","AR","(not set)","(not set)"
"1013200","Conway","Conway,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Conway","AR","(not set)","(not set)"
"9025755","Conway","72034,Arkansas,United States","21135","US","Postal Code","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Conway","AR","(not set)","(not set)"
"1013212","El Dorado","El Dorado,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","El Dorado","AR","(not set)","(not set)"
"1013213","Elm Springs","Elm Springs,Arkansas,United States","21135","US","City","Active","(not set)","89","(not set)","(not set)","(not set)","(not set)","Elm Springs","AR","(not set)","(not set)"
"1013219","Fayetteville","Fayetteville,Arkansas,United States","21135","US","City","Active","(not set)","89","(not set)","(not set)","(not set)","(not set)","Fayetteville","AR","(not set)","(not set)"
"1013223","Forrest City","Forrest City,Arkansas,United States","21135","US","City","Active","(not set)","92","(not set)","(not set)","(not set)","(not set)","Forrest City","AR","(not set)","(not set)"
"1013225","Friendship","Friendship,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Friendship","AR","(not set)","(not set)"
"1013226","Fort Smith","Fort Smith,Arkansas,United States","21135","US","City","Active","(not set)","89","(not set)","(not set)","(not set)","(not set)","Fort Smith","AR","(not set)","(not set)"
"1013241","Harrison","Harrison,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Harrison","AR","(not set)","(not set)"
"1013245","Heber Springs","Heber Springs,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Heber Springs","AR","(not set)","(not set)"
"1013249","Hope","Hope,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Hope","AR","(not set)","(not set)"
"1013250","Hot Springs National Park","Hot Springs National Park,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Hot Springs National Park","AR","(not set)","(not set)"
"9069361","Hot Springs National Park","Hot Springs National Park,Hot Springs National Park,Arkansas,United States","21135","US","National Park","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Hot Springs National Park","AR","(not set)","(not set)"
"1013251","Hot Springs Village","Hot Springs Village,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Hot Springs Village","AR","(not set)","(not set)"
"1013256","Jacksonville","Jacksonville,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Jacksonville","AR","(not set)","(not set)"
"1013268","Little Rock","Little Rock,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Little Rock","AR","(not set)","(not set)"
"1013277","Magnolia","Magnolia,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Magnolia","AR","(not set)","(not set)"
"1013293","Monticello","Monticello,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Monticello","AR","(not set)","(not set)"
"1013299","Mountain Home","Mountain Home,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Mountain Home","AR","(not set)","(not set)"
"1013305","Norfork","Norfork,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Norfork","AR","(not set)","(not set)"
"1013307","North Little Rock","North Little Rock,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","North Little Rock","AR","(not set)","(not set)"
"1013316","Pine Bluff","Pine Bluff,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Pine Bluff","AR","(not set)","(not set)"
"1013327","Rogers","Rogers,Arkansas,United States","21135","US","City","Active","(not set)","89","(not set)","(not set)","(not set)","(not set)","Rogers","AR","(not set)","(not set)"
"1013330","Russellville","Russellville,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Russellville","AR","(not set)","(not set)"
"1013334","Searcy","Searcy,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Searcy","AR","(not set)","(not set)"
"1013339","Springdale","Springdale,Arkansas,United States","21135","US","City","Active","(not set)","89","(not set)","(not set)","(not set)","(not set)","Springdale","AR","(not set)","(not set)"
"1013348","Timbo","Timbo,Arkansas,United States","21135","US","City","Active","(not set)","88","(not set)","(not set)","(not set)","(not set)","Timbo","AR","(not set)","(not set)"
"1013349","Tontitown","Tontitown,Arkansas,United States","21135","US","City","Active","(not set)","89","(not set)","(not set)","(not set)","(not set)","Tontitown","AR","(not set)","(not set)"
"1013352","Van Buren","Van Buren,Arkansas,United States","21135","US","City","Active","(not set)","89","(not set)","(not set)","(not set)","(not set)","Van Buren","AR","(not set)","(not set)"
