35136,94,Alabama Pest,17,Prestox,iRIS,Rockford,AL,1960,yes,Presto-X
35137,94,Alabama Pest,17,Prestox,iRIS,Saginaw,AL,0,yes,Presto-X
35139,94,Alabama Pest,17,Prestox,iRIS,Sayre,AL,159,yes,Presto-X
35142,94,Alabama Pest,17,Prestox,iRIS,Shannon,AL,0,yes,Presto-X
35143,94,Alabama Pest,17,Prestox,iRIS,Shelby,AL,3432,yes,Presto-X
35144,94,Alabama Pest,17,Prestox,iRIS,Siluria,AL,0,yes,Presto-X
35147,94,Alabama Pest,17,Prestox,iRIS,Sterrett,AL,5861,yes,Presto-X
35148,94,Alabama Pest,17,Prestox,iRIS,Sumiton,AL,2822,yes,Presto-X
35149,94,Alabama Pest,17,Prestox,iRIS,Sycamore,AL,561,yes,Presto-X
35151,94,Alabama Pest,17,Prestox,iRIS,Sylacauga,AL,7172,yes,Presto-X
35161,94,Alabama Pest,17,Prestox,iRIS,Talladega,AL,0,yes,Presto-X
35171,94,Alabama Pest,17,Prestox,iRIS,Thorsby,AL,3826,yes,Presto-X
35172,94,Alabama Pest,17,Prestox,iRIS,Trafford,AL,3032,yes,Presto-X
35175,94,Alabama Pest,17,Prestox,iRIS,Union Grove,AL,5888,yes,Presto-X
35176,94,Alabama Pest,17,Prestox,iRIS,Vandiver,AL,811,yes,Presto-X
35178,94,Alabama Pest,17,Prestox,iRIS,Vincent,AL,4042,yes,Presto-X
35179,94,Alabama Pest,17,Prestox,iRIS,Vinemont,AL,9601,yes,Presto-X
35181,94,Alabama Pest,17,Prestox,iRIS,Watson,AL,0,yes,Presto-X
35182,94,Alabama Pest,17,Prestox,iRIS,Wattsville,AL,0,yes,Presto-X
35183,94,Alabama Pest,17,Prestox,iRIS,Weogufka,AL,901,yes,Presto-X
35184,94,Alabama Pest,17,Prestox,iRIS,West Blocton,AL,5963,yes,Presto-X
35185,94,Alabama Pest,17,Prestox,iRIS,Westover,AL,0,yes,Presto-X
35186,94,Alabama Pest,17,Prestox,iRIS,Wilsonville,AL,5056,yes,Presto-X
35187,94,Alabama Pest,17,Prestox,iRIS,Wilton,AL,4,yes,Presto-X
35188,94,Alabama Pest,17,Prestox,iRIS,Woodstock,AL,3280,yes,Presto-X
35201,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35202,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35203,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,3106,yes,Presto-X
35212,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,12579,yes,Presto-X
35218,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,7065,yes,Presto-X
35219,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35220,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35221,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,4715,yes,Presto-X
35225,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35229,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,1195,yes,Presto-X
35230,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35231,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35232,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35235,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,18585,yes,Presto-X
35236,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35237,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35238,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35240,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35245,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35246,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35249,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35253,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35254,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,1284,yes,Presto-X
35255,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35259,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35260,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35261,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35263,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35266,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35270,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35277,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35278,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35279,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35280,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35281,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35282,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35283,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35285,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35286,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35287,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35288,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35289,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35290,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35291,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35292,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35293,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35294,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35295,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35296,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35297,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35298,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35299,94,Alabama Pest,17,Prestox,iRIS,Birmingham,AL,0,yes,Presto-X
35402,94,Alabama Pest,17,Prestox,iRIS,Tuscaloosa,AL,0,yes,Presto-X
35403,94,Alabama Pest,17,Prestox,iRIS,Tuscaloosa,AL,0,yes,Presto-X
35406,94,Alabama Pest,17,Prestox,iRIS,Tuscaloosa,AL,16727,yes,Presto-X
35407,94,Alabama Pest,17,Prestox,iRIS,Tuscaloosa,AL,0,yes,Presto-X
35440,94,Alabama Pest,17,Prestox,iRIS,Abernant,AL,0,yes,Presto-X
35441,94,Alabama Pest,17,Prestox,iRIS,Akron,AL,1000,yes,Presto-X
35443,94,Alabama Pest,17,Prestox,iRIS,Boligee,AL,2192,yes,Presto-X
35444,94,Alabama Pest,17,Prestox,iRIS,Brookwood,AL,4028,yes,Presto-X
35446,94,Alabama Pest,17,Prestox,iRIS,Buhl,AL,1912,yes,Presto-X
35447,94,Alabama Pest,17,Prestox,iRIS,Carrollton,AL,3110,yes,Presto-X
35448,94,Alabama Pest,17,Prestox,iRIS,Clinton,AL,0,yes,Presto-X
35449,94,Alabama Pest,17,Prestox,iRIS,Coaling,AL,0,yes,Presto-X
35452,94,Alabama Pest,17,Prestox,iRIS,Coker,AL,3275,yes,Presto-X
35456,94,Alabama Pest,17,Prestox,iRIS,Duncanville,AL,3437,yes,Presto-X
35457,94,Alabama Pest,17,Prestox,iRIS,Echola,AL,36,yes,Presto-X
35462,94,Alabama Pest,17,Prestox,iRIS,Eutaw,AL,4462,yes,Presto-X
35463,94,Alabama Pest,17,Prestox,iRIS,Fosters,AL,1341,yes,Presto-X
35464,94,Alabama Pest,17,Prestox,iRIS,Gainesville,AL,691,yes,Presto-X
35468,94,Alabama Pest,17,Prestox,iRIS,Kellerman,AL,0,yes,Presto-X
35469,94,Alabama Pest,17,Prestox,iRIS,Knoxville,AL,199,yes,Presto-X
35470,94,Alabama Pest,17,Prestox,iRIS,Livingston,AL,4939,yes,Presto-X
35473,94,Alabama Pest,17,Prestox,iRIS,Northport,AL,15993,yes,Presto-X
35474,94,Alabama Pest,17,Prestox,iRIS,Moundville,AL,6717,yes,Presto-X
35477,94,Alabama Pest,17,Prestox,iRIS,Panola,AL,210,yes,Presto-X
35478,94,Alabama Pest,17,Prestox,iRIS,Peterson,AL,0,yes,Presto-X
35480,94,Alabama Pest,17,Prestox,iRIS,Ralph,AL,1237,yes,Presto-X
35481,94,Alabama Pest,17,Prestox,iRIS,Reform,AL,3611,yes,Presto-X
35482,94,Alabama Pest,17,Prestox,iRIS,Samantha,AL,0,yes,Presto-X
35485,94,Alabama Pest,17,Prestox,iRIS,Tuscaloosa,AL,0,yes,Presto-X
35486,94,Alabama Pest,17,Prestox,iRIS,Tuscaloosa,AL,0,yes,Presto-X
35490,94,Alabama Pest,17,Prestox,iRIS,Vance,AL,4188,yes,Presto-X
35491,94,Alabama Pest,17,Prestox,iRIS,West Greene,AL,0,yes,Presto-X
35502,94,Alabama Pest,17,Prestox,iRIS,Jasper,AL,0,yes,Presto-X
35503,94,Alabama Pest,17,Prestox,iRIS,Jasper,AL,8574,yes,Presto-X
35540,94,Alabama Pest,17,Prestox,iRIS,Addison,AL,2319,yes,Presto-X
35541,94,Alabama Pest,17,Prestox,iRIS,Arley,AL,3305,yes,Presto-X
35542,94,Alabama Pest,17,Prestox,iRIS,Bankston,AL,1218,yes,Presto-X
35543,94,Alabama Pest,17,Prestox,iRIS,Bear Creek,AL,1374,yes,Presto-X
35544,94,Alabama Pest,17,Prestox,iRIS,Beaverton,AL,643,yes,Presto-X
35545,94,Alabama Pest,17,Prestox,iRIS,Belk,AL,86,yes,Presto-X
35548,94,Alabama Pest,17,Prestox,iRIS,Brilliant,AL,1762,yes,Presto-X
35549,94,Alabama Pest,17,Prestox,iRIS,Carbon Hill,AL,4345,yes,Presto-X
35550,94,Alabama Pest,17,Prestox,iRIS,Cordova,AL,5579,yes,Presto-X
35551,94,Alabama Pest,17,Prestox,iRIS,Delmar,AL,0,yes,Presto-X
35552,94,Alabama Pest,17,Prestox,iRIS,Detroit,AL,867,yes,Presto-X
35553,94,Alabama Pest,17,Prestox,iRIS,Double Springs,AL,4356,yes,Presto-X
35554,94,Alabama Pest,17,Prestox,iRIS,Eldridge,AL,991,yes,Presto-X
35555,94,Alabama Pest,17,Prestox,iRIS,Fayette,AL,9695,yes,Presto-X
35559,94,Alabama Pest,17,Prestox,iRIS,Glen Allen,AL,18,yes,Presto-X
35560,94,Alabama Pest,17,Prestox,iRIS,Goodsprings,AL,0,yes,Presto-X
35563,94,Alabama Pest,17,Prestox,iRIS,Guin,AL,4871,yes,Presto-X
35564,94,Alabama Pest,17,Prestox,iRIS,Hackleburg,AL,2078,yes,Presto-X
35565,94,Alabama Pest,17,Prestox,iRIS,Haleyville,AL,13166,yes,Presto-X
35570,94,Alabama Pest,17,Prestox,iRIS,Hamilton,AL,11606,yes,Presto-X
35571,94,Alabama Pest,17,Prestox,iRIS,Hodges,AL,753,yes,Presto-X
35572,94,Alabama Pest,17,Prestox,iRIS,Houston,AL,1215,yes,Presto-X
35573,94,Alabama Pest,17,Prestox,iRIS,Kansas,AL,0,yes,Presto-X
35574,94,Alabama Pest,17,Prestox,iRIS,Kennedy,AL,1480,yes,Presto-X
35575,94,Alabama Pest,17,Prestox,iRIS,Lynn,AL,976,yes,Presto-X
35576,94,Alabama Pest,17,Prestox,iRIS,Millport,AL,2906,yes,Presto-X
35577,94,Alabama Pest,17,Prestox,iRIS,Natural Bridge,AL,47,yes,Presto-X
35578,94,Alabama Pest,17,Prestox,iRIS,Nauvoo,AL,5969,yes,Presto-X
35579,94,Alabama Pest,17,Prestox,iRIS,Oakman,AL,3244,yes,Presto-X
35580,94,Alabama Pest,17,Prestox,iRIS,Parrish,AL,4016,yes,Presto-X
35581,94,Alabama Pest,17,Prestox,iRIS,Phil Campbell,AL,4989,yes,Presto-X
35584,94,Alabama Pest,17,Prestox,iRIS,Sipsey,AL,399,yes,Presto-X
35585,94,Alabama Pest,17,Prestox,iRIS,Spruce Pine,AL,1479,yes,Presto-X
35586,94,Alabama Pest,17,Prestox,iRIS,Sulligent,AL,4068,yes,Presto-X
35587,94,Alabama Pest,17,Prestox,iRIS,Townley,AL,1230,yes,Presto-X
35592,94,Alabama Pest,17,Prestox,iRIS,Vernon,AL,5059,yes,Presto-X
35593,94,Alabama Pest,17,Prestox,iRIS,Vina,AL,1847,yes,Presto-X
35609,94,Alabama Pest,17,Prestox,iRIS,Decatur,AL,0,yes,Presto-X
35610,94,Alabama Pest,17,Prestox,iRIS,Anderson,AL,2133,yes,Presto-X
35612,94,Alabama Pest,17,Prestox,iRIS,Athens,AL,0,yes,Presto-X
35613,94,Alabama Pest,17,Prestox,iRIS,Athens,AL,23820,yes,Presto-X
35614,94,Alabama Pest,17,Prestox,iRIS,Athens,AL,8673,yes,Presto-X
35615,94,Alabama Pest,17,Prestox,iRIS,Belle Mina,AL,180,yes,Presto-X
35617,94,Alabama Pest,17,Prestox,iRIS,Cloverdale,AL,0,yes,Presto-X
35619,94,Alabama Pest,17,Prestox,iRIS,Danville,AL,4374,yes,Presto-X
35620,94,Alabama Pest,17,Prestox,iRIS,Elkmont,AL,8749,yes,Presto-X
35621,94,Alabama Pest,17,Prestox,iRIS,Eva,AL,3297,yes,Presto-X
35622,94,Alabama Pest,17,Prestox,iRIS,Falkville,AL,7488,yes,Presto-X
35631,94,Alabama Pest,17,Prestox,iRIS,Florence,AL,0,yes,Presto-X
35632,94,Alabama Pest,17,Prestox,iRIS,Florence,AL,0,yes,Presto-X
35634,94,Alabama Pest,17,Prestox,iRIS,Florence,AL,9317,yes,Presto-X
35643,94,Alabama Pest,17,Prestox,iRIS,Hillsboro,AL,3086,yes,Presto-X
35645,94,Alabama Pest,17,Prestox,iRIS,Killen,AL,13992,yes,Presto-X
35646,94,Alabama Pest,17,Prestox,iRIS,Leighton,AL,4317,yes,Presto-X
35647,94,Alabama Pest,17,Prestox,iRIS,Lester,AL,874,yes,Presto-X
35648,94,Alabama Pest,17,Prestox,iRIS,Lexington,AL,3067,yes,Presto-X
35649,94,Alabama Pest,17,Prestox,iRIS,Mooresville,AL,113,yes,Presto-X
35651,94,Alabama Pest,17,Prestox,iRIS,Mount Hope,AL,1512,yes,Presto-X
35652,94,Alabama Pest,17,Prestox,iRIS,Rogersville,AL,8338,yes,Presto-X
35654,94,Alabama Pest,17,Prestox,iRIS,Russellville,AL,8174,yes,Presto-X
35662,94,Alabama Pest,17,Prestox,iRIS,Muscle Shoals,AL,0,yes,Presto-X
35670,94,Alabama Pest,17,Prestox,iRIS,Somerville,AL,6720,yes,Presto-X
35671,94,Alabama Pest,17,Prestox,iRIS,Tanner,AL,2018,yes,Presto-X
35672,94,Alabama Pest,17,Prestox,iRIS,Town Creek,AL,6104,yes,Presto-X
35673,94,Alabama Pest,17,Prestox,iRIS,Trinity,AL,7365,yes,Presto-X
35677,94,Alabama Pest,17,Prestox,iRIS,Waterloo,AL,1445,yes,Presto-X
35699,94,Alabama Pest,17,Prestox,iRIS,Decatur,AL,0,yes,Presto-X
35739,94,Alabama Pest,17,Prestox,iRIS,Ardmore,AL,5458,yes,Presto-X
35740,94,Alabama Pest,17,Prestox,iRIS,Bridgeport,AL,3413,yes,Presto-X
35741,94,Alabama Pest,17,Prestox,iRIS,Brownsboro,AL,2950,yes,Presto-X
35742,94,Alabama Pest,17,Prestox,iRIS,Capshaw,AL,0,yes,Presto-X
35744,94,Alabama Pest,17,Prestox,iRIS,Dutton,AL,2466,yes,Presto-X
35745,94,Alabama Pest,17,Prestox,iRIS,Estillfork,AL,216,yes,Presto-X
35746,94,Alabama Pest,17,Prestox,iRIS,Fackler,AL,697,yes,Presto-X
35747,94,Alabama Pest,17,Prestox,iRIS,Grant,AL,5571,yes,Presto-X
35748,94,Alabama Pest,17,Prestox,iRIS,Gurley,AL,6719,yes,Presto-X
35749,94,Alabama Pest,17,Prestox,iRIS,Harvest,AL,21063,yes,Presto-X
35751,94,Alabama Pest,17,Prestox,iRIS,Hollytree,AL,193,yes,Presto-X
35752,94,Alabama Pest,17,Prestox,iRIS,Hollywood,AL,2876,yes,Presto-X
35755,94,Alabama Pest,17,Prestox,iRIS,Langston,AL,619,yes,Presto-X
35756,94,Alabama Pest,17,Prestox,iRIS,Madison,AL,12582,yes,Presto-X
35757,94,Alabama Pest,17,Prestox,iRIS,Madison,AL,15036,yes,Presto-X
35760,94,Alabama Pest,17,Prestox,iRIS,New Hope,AL,4762,yes,Presto-X
35761,94,Alabama Pest,17,Prestox,iRIS,New Market,AL,12087,yes,Presto-X
35762,94,Alabama Pest,17,Prestox,iRIS,Normal,AL,0,yes,Presto-X
35764,94,Alabama Pest,17,Prestox,iRIS,Paint Rock,AL,741,yes,Presto-X
35765,94,Alabama Pest,17,Prestox,iRIS,Pisgah,AL,3342,yes,Presto-X
35766,94,Alabama Pest,17,Prestox,iRIS,Princeton,AL,132,yes,Presto-X
35767,94,Alabama Pest,17,Prestox,iRIS,Ryland,AL,0,yes,Presto-X
35771,94,Alabama Pest,17,Prestox,iRIS,Section,AL,3851,yes,Presto-X
35773,94,Alabama Pest,17,Prestox,iRIS,Toney,AL,12497,yes,Presto-X
35774,94,Alabama Pest,17,Prestox,iRIS,Trenton,AL,126,yes,Presto-X
35775,94,Alabama Pest,17,Prestox,iRIS,Valhermoso Springs,AL,507,yes,Presto-X
35776,94,Alabama Pest,17,Prestox,iRIS,Woodville,AL,3895,yes,Presto-X
35803,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,26645,yes,Presto-X
35807,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35808,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,1592,yes,Presto-X
35809,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35812,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35813,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35814,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35815,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35824,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,7208,yes,Presto-X
35893,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35894,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35895,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35896,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,677,yes,Presto-X
35897,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35898,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35899,94,Alabama Pest,17,Prestox,iRIS,Huntsville,AL,0,yes,Presto-X
35902,94,Alabama Pest,17,Prestox,iRIS,Gadsden,AL,0,yes,Presto-X
35907,94,Alabama Pest,17,Prestox,iRIS,Gadsden,AL,8422,yes,Presto-X
35953,94,Alabama Pest,17,Prestox,iRIS,Ashville,AL,7602,yes,Presto-X
35956,94,Alabama Pest,17,Prestox,iRIS,Boaz,AL,9144,yes,Presto-X
35958,94,Alabama Pest,17,Prestox,iRIS,Bryant,AL,3239,yes,Presto-X
35959,94,Alabama Pest,17,Prestox,iRIS,Cedar Bluff,AL,4677,yes,Presto-X
35961,94,Alabama Pest,17,Prestox,iRIS,Collinsville,AL,7041,yes,Presto-X
35963,94,Alabama Pest,17,Prestox,iRIS,Dawson,AL,1284,yes,Presto-X
35964,94,Alabama Pest,17,Prestox,iRIS,Douglas,AL,0,yes,Presto-X
35966,94,Alabama Pest,17,Prestox,iRIS,Flat Rock,AL,3896,yes,Presto-X
35968,94,Alabama Pest,17,Prestox,iRIS,Fort Payne,AL,4410,yes,Presto-X
35971,94,Alabama Pest,17,Prestox,iRIS,Fyffe,AL,5280,yes,Presto-X
35972,94,Alabama Pest,17,Prestox,iRIS,Gallant,AL,1300,yes,Presto-X
35973,94,Alabama Pest,17,Prestox,iRIS,Gaylesville,AL,2925,yes,Presto-X
35974,94,Alabama Pest,17,Prestox,iRIS,Geraldine,AL,1384,yes,Presto-X
35975,94,Alabama Pest,17,Prestox,iRIS,Groveoak,AL,580,yes,Presto-X
35978,94,Alabama Pest,17,Prestox,iRIS,Henagar,AL,5574,yes,Presto-X
35979,94,Alabama Pest,17,Prestox,iRIS,Higdon,AL,1279,yes,Presto-X
35980,94,Alabama Pest,17,Prestox,iRIS,Horton,AL,4820,yes,Presto-X
35981,94,Alabama Pest,17,Prestox,iRIS,Ider,AL,1903,yes,Presto-X
35983,94,Alabama Pest,17,Prestox,iRIS,Leesburg,AL,3534,yes,Presto-X
35984,94,Alabama Pest,17,Prestox,iRIS,Mentone,AL,1752,yes,Presto-X
35987,94,Alabama Pest,17,Prestox,iRIS,Steele,AL,2702,yes,Presto-X
35988,94,Alabama Pest,17,Prestox,iRIS,Sylvania,AL,2103,yes,Presto-X
35990,94,Alabama Pest,17,Prestox,iRIS,Walnut Grove,AL,164,yes,Presto-X
36003,94,Alabama Pest,17,Prestox,iRIS,Autaugaville,AL,1763,yes,Presto-X
36005,94,Alabama Pest,17,Prestox,iRIS,Banks,AL,1680,yes,Presto-X
36006,94,Alabama Pest,17,Prestox,iRIS,Billingsley,AL,1342,yes,Presto-X
36008,94,Alabama Pest,17,Prestox,iRIS,Booth,AL,0,yes,Presto-X
